"","city","lat","lng","pop","country","Country.Code","IncomeGroup","Region"
"2194","Mbanza-Ngungu",-5.2496,14.86,141.9505,"Congo (Kinshasa)","COD",NA,NA
"2195","Tshela",-4.9696,12.93,19.896,"Congo (Kinshasa)","COD",NA,NA
"2196","Mwenga",-3.0382,28.4325,2.216,"Congo (Kinshasa)","COD",NA,NA
"2197","Kampene",-3.5995,26.67,19.7195,"Congo (Kinshasa)","COD",NA,NA
"2198","Kalima",-2.5096,26.43,0.194,"Congo (Kinshasa)","COD",NA,NA
"2199","Lubutu",-0.7329,26.5833,1.313,"Congo (Kinshasa)","COD",NA,NA
"2200","Kabinda",-6.1296,24.48,37.366,"Congo (Kinshasa)","COD",NA,NA
"2201","Lubao",-5.3896,25.75,26.1425,"Congo (Kinshasa)","COD",NA,NA
"2202","Lusambo",-4.9696,23.43,26.803,"Congo (Kinshasa)","COD",NA,NA
"2203","Gandajika",-6.7396,23.96,105.7695,"Congo (Kinshasa)","COD",NA,NA
"2204","Lodja",-3.4896,23.42,68.244,"Congo (Kinshasa)","COD",NA,NA
"2205","Dilolo",-10.6996,22.3333,7.854,"Congo (Kinshasa)","COD",NA,NA
"2206","Nyunzu",-5.9496,28.0167,15.397,"Congo (Kinshasa)","COD",NA,NA
"2207","Kasaji",-10.3662,23.45,11.969,"Congo (Kinshasa)","COD",NA,NA
"2208","Luanza",-8.6996,28.7,0.861,"Congo (Kinshasa)","COD",NA,NA
"2209","Moba",-7.0596,29.72,10.006,"Congo (Kinshasa)","COD",NA,NA
"2210","Bukama",-9.2096,25.84,20.9005,"Congo (Kinshasa)","COD",NA,NA
"2211","Kaniama",-7.5696,24.17,32.9465,"Congo (Kinshasa)","COD",NA,NA
"2212","Kipushi",-11.7596,27.25,87.8395,"Congo (Kinshasa)","COD",NA,NA
"2213","Kambove",-10.8696,26.6,18.9345,"Congo (Kinshasa)","COD",NA,NA
"2214","Kongolo",-5.3795,26.98,68.5725,"Congo (Kinshasa)","COD",NA,NA
"2215","Kabalo",-6.0496,26.91,21.851,"Congo (Kinshasa)","COD",NA,NA
"2216","Beni",0.4904,29.45,211.2755,"Congo (Kinshasa)","COD",NA,NA
"2217","Lisala",2.14,21.51,64.27,"Congo (Kinshasa)","COD",NA,NA
"2218","Gemena",3.26,19.77,157.8475,"Congo (Kinshasa)","COD",NA,NA
"2219","Buta",2.82,24.74,44.195,"Congo (Kinshasa)","COD",NA,NA
"2220","Watsa",3.04,29.53,17.7215,"Congo (Kinshasa)","COD",NA,NA
"2221","Isiro",2.76,27.62,142.136,"Congo (Kinshasa)","COD",NA,NA
"2222","Bondo",3.81,23.67,20.6885,"Congo (Kinshasa)","COD",NA,NA
"2223","Inongo",-1.94,18.28,30.181,"Congo (Kinshasa)","COD",NA,NA
"2224","Tshikapa",-6.41,20.77,201.2565,"Congo (Kinshasa)","COD",NA,NA
"2225","Boma",-5.83,13.05,178.638,"Congo (Kinshasa)","COD",NA,NA
"2226","Bukavu",-2.51,28.84,331.084,"Congo (Kinshasa)","COD",NA,NA
"2227","Uvira",-3.37,29.14,164.353,"Congo (Kinshasa)","COD",NA,NA
"2228","Kindu",-2.9639,25.91,199.306,"Congo (Kinshasa)","COD",NA,NA
"2229","Mwene-Ditu",-7,23.44,153.3285,"Congo (Kinshasa)","COD",NA,NA
"2230","Likasi",-10.97,26.78,428.411,"Congo (Kinshasa)","COD",NA,NA
"2231","Manono",-7.3,27.45,46.111,"Congo (Kinshasa)","COD",NA,NA
"2232","Kamina",-8.73,25.01,101.18,"Congo (Kinshasa)","COD",NA,NA
"2233","Mbandaka",0.04,18.26,229.5905,"Congo (Kinshasa)","COD",NA,NA
"2234","Kisangani",0.52,25.22,558.814,"Congo (Kinshasa)","COD",NA,NA
"2235","Bandundu",-3.31,17.38,107.9975,"Congo (Kinshasa)","COD",NA,NA
"2236","Kananga",-5.89,22.4,614.273,"Congo (Kinshasa)","COD",NA,NA
"2237","Kasongo",-4.45,26.66,59.059,"Congo (Kinshasa)","COD",NA,NA
"2238","Mbuji-Mayi",-6.15,23.6,1084.8805,"Congo (Kinshasa)","COD",NA,NA
"2239","Kalemie",-5.9333,29.2,176.6155,"Congo (Kinshasa)","COD",NA,NA
"2240","Butembo",0.13,29.28,220.512,"Congo (Kinshasa)","COD",NA,NA
"2241","Goma",-1.6788,29.2218,144.124,"Congo (Kinshasa)","COD",NA,NA
"2242","Bumba",2.19,22.46,128.0295,"Congo (Kinshasa)","COD",NA,NA
"2243","Kikwit",-5.03,18.85,465.973,"Congo (Kinshasa)","COD",NA,NA
"2244","Matadi",-5.8166,13.45,212.9855,"Congo (Kinshasa)","COD",NA,NA
"2245","Kolwezi",-10.7167,25.4724,418,"Congo (Kinshasa)","COD",NA,NA
"2246","Lubumbashi",-11.68,27.48,1114.317,"Congo (Kinshasa)","COD",NA,NA
"2247","Kinshasa",-4.3297,15.315,6704.3515,"Congo (Kinshasa)","COD",NA,NA
"2248","Rarotonga",-21.25,-159.75,2.525,"Cook Islands","COK",NA,NA
"2249","Heredia",9.992,-84.12,21.947,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2250","Cartago",9.87,-83.93,111.77,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2251","Golfito",8.65,-83.15,6.777,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2252","Alajuela",10.02,-84.23,217.6185,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2253","Canas",10.43,-85.1,15.365,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2254","Sixaola",9.5204,-82.62,1.15,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2255","Puntarenas",9.9702,-84.8336,46.376,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2256","Ciudad Cortes",8.9604,-83.53,3.5155,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2257","Quesada",10.3305,-84.44,29.208,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2258","Liberia",10.6338,-85.4333,41.538,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2259","La Cruz",11.0704,-85.63,4.2975,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2260","Puerto Limon",10,-83.0333,74.041,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2261","San Jose",9.935,-84.0841,642.862,"Costa Rica","CRI","Upper middle income","Latin America & Caribbean"
"2262","Sibenik",43.7272,15.9058,37.112,"Croatia","HRV","High income","Europe & Central Asia"
"2263","Karlovac",45.4872,15.5478,51.593,"Croatia","HRV","High income","Europe & Central Asia"
"2264","Rijeka",45.33,14.45,156.082,"Croatia","HRV","High income","Europe & Central Asia"
"2265","Slavonski Brod",45.1603,18.0156,79.23,"Croatia","HRV","High income","Europe & Central Asia"
"2266","Dubrovnik",42.6609,18.0914,32.711,"Croatia","HRV","High income","Europe & Central Asia"
"2267","Split",43.5204,16.47,195.5275,"Croatia","HRV","High income","Europe & Central Asia"
"2268","Zadar",44.1201,15.2623,59.2015,"Croatia","HRV","High income","Europe & Central Asia"
"2269","Pula",44.8687,13.8481,60.3385,"Croatia","HRV","High income","Europe & Central Asia"
"2270","Osijek",45.5504,18.68,91.6085,"Croatia","HRV","High income","Europe & Central Asia"
"2271","Zagreb",45.8,16,710.746,"Croatia","HRV","High income","Europe & Central Asia"
"2272","Ciego de Avila",21.84,-78.7619,122.3435,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2273","Palma Soriano",20.2172,-75.9988,85.11,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2274","San Antonio de los Banos",22.8911,-82.4991,37.676,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2275","Guines",22.8361,-82.028,57.445,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2276","Caibarien",22.5158,-79.4722,25.431,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2277","Placetas",22.3158,-79.6555,34.973,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2278","Cienfuegos",22.1444,-80.4403,146.5495,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2279","Nueva Gerona",21.8837,-82.8,22.915,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2280","Sancti Spiritus",21.9301,-79.4425,101.7105,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2281","Moron",22.1099,-78.6275,57.5515,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2282","Nuevitas",21.5456,-77.2644,46.796,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2283","Manzanillo",20.3438,-77.1166,107.433,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2284","Bayamo",20.3795,-76.6433,177.623,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2285","Banes",20.9629,-75.7186,47.7455,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2286","Las Tunas",20.9601,-76.9544,179.898,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2287","Artemisa",22.8134,-82.7619,46.0245,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2288","Matanzas",23.0415,-81.5775,135.303,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2289","Colon",22.7196,-80.9058,40.677,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2290","Sagua la Grande",22.809,-80.0711,40.7525,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2291","Pinar del Rio",22.4175,-83.6981,173.304,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2292","Camaguey",21.3808,-77.9169,321.5835,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2293","Guantanamo",20.1453,-75.2061,245.0695,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2294","Holguin",20.8872,-76.2631,309.6395,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2295","Santa Clara",22.4,-79.9667,234.9,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2296","Santiago de Cuba",20.025,-75.8213,500.964,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2297","Havana",23.132,-82.3642,2082.4585,"Cuba","CUB","Upper middle income","Latin America & Caribbean"
"2298","Willemstad",12.2004,-69.02,146.813,"Curacao","CUW",NA,NA
"2299","Larnaka",34.917,33.636,48.947,"Cyprus","CYP","High income","Europe & Central Asia"
"2300","Paphos",34.7559,32.4225,35.961,"Cyprus","CYP","High income","Europe & Central Asia"
"2301","Lemosos",34.6754,33.0333,149.486,"Cyprus","CYP","High income","Europe & Central Asia"
"2302","Nicosia",35.1667,33.3666,212.376,"Cyprus","CYP","High income","Europe & Central Asia"
"2303","Usti Nad Labem",50.663,14.081,94.105,"Czech Republic","CZE","High income","Europe & Central Asia"
"2304","Hradec Kralove",50.206,15.812,95.195,"Czech Republic","CZE","High income","Europe & Central Asia"
"2305","Ceske Budejovice",48.98,14.46,97.452,"Czech Republic","CZE","High income","Europe & Central Asia"
"2306","Liberec",50.8,15.08,99.9725,"Czech Republic","CZE","High income","Europe & Central Asia"
"2307","Olomouc",49.63,17.25,97.829,"Czech Republic","CZE","High income","Europe & Central Asia"
"2308","Pizen",49.7404,13.36,161.043,"Czech Republic","CZE","High income","Europe & Central Asia"
"2309","Jihlava",49.4004,15.5833,52.0105,"Czech Republic","CZE","High income","Europe & Central Asia"
"2310","Zlin",49.2304,17.65,101.8935,"Czech Republic","CZE","High income","Europe & Central Asia"
"2311","Brno",49.2004,16.61,378.918,"Czech Republic","CZE","High income","Europe & Central Asia"
"2312","Pardubice",50.0404,15.76,97.9025,"Czech Republic","CZE","High income","Europe & Central Asia"
"2313","Ostrava",49.8304,18.25,396.0255,"Czech Republic","CZE","High income","Europe & Central Asia"
"2314","Prague",50.0833,14.466,582.0435,"Czech Republic","CZE","High income","Europe & Central Asia"
"2315","Vejle",55.709,9.535,51.177,"Denmark","DNK","High income","Europe & Central Asia"
"2316","Hillerod",55.9333,12.3167,28.313,"Denmark","DNK","High income","Europe & Central Asia"
"2317","Soro",55.433,11.5667,7.167,"Denmark","DNK","High income","Europe & Central Asia"
"2318","Viborg",56.4333,9.4,32.944,"Denmark","DNK","High income","Europe & Central Asia"
"2319","Roskilde",55.65,12.0833,42.2845,"Denmark","DNK","High income","Europe & Central Asia"
"2320","Svendborg",55.0704,10.6167,28.3665,"Denmark","DNK","High income","Europe & Central Asia"
"2321","Odense",55.4004,10.3833,152.0765,"Denmark","DNK","High income","Europe & Central Asia"
"2322","Esbjerg",55.467,8.45,68.076,"Denmark","DNK","High income","Europe & Central Asia"
"2323","Frederikshavn",57.4337,10.5333,22.385,"Denmark","DNK","High income","Europe & Central Asia"
"2324","Aalborg",57.0337,9.9166,111.9175,"Denmark","DNK","High income","Europe & Central Asia"
"2325","Århus",56.1572,10.2107,232.3255,"Denmark","DNK","High income","Europe & Central Asia"
"2326","København",55.6786,12.5635,1085,"Denmark","DNK","High income","Europe & Central Asia"
"2327","Dikhil",11.104,42.372,12.043,"Djibouti","DJI","Lower middle income","Middle East & North Africa"
"2328","Tadjoura",11.7833,42.9,22.193,"Djibouti","DJI","Lower middle income","Middle East & North Africa"
"2329","Ali Sabih",11.1562,42.7125,32.1655,"Djibouti","DJI","Lower middle income","Middle East & North Africa"
"2330","Obock",11.9734,43.2856,13.142,"Djibouti","DJI","Lower middle income","Middle East & North Africa"
"2331","Djibouti",11.595,43.148,763.5065,"Djibouti","DJI","Lower middle income","Middle East & North Africa"
"2332","Roseau",15.301,-61.387,19.9535,"Dominica","DMA","Upper middle income","Latin America & Caribbean"
"2333","Sabaneta",19.505,-71.345,16.38,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2334","Mao",19.552,-71.075,48.297,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2335","Cotui",19.059,-70.152,41.641,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2336","Puerto Plata",19.7902,-70.6902,119.897,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2337","Dajabon",19.548,-71.705,16.398,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2338","Moca",19.397,-70.523,61.834,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2339","Salcedo",19.383,-70.4167,45.299,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2340","Jimani",18.493,-71.851,6.567,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2341","Comendador",18.876,-71.707,35.901,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2342","Pedernales",18.038,-71.741,11.072,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2343","Azua",18.454,-70.729,59.139,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2344","Bonao",18.942,-70.409,73.269,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2345","Bani",18.28,-70.331,66.709,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2346","Hato Mayor",18.764,-69.257,35.999,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2347","Monte Plata",18.807,-69.784,15.532,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2348","Nagua",19.376,-69.847,33.862,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2349","Samana",19.212,-69.332,11.432,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2350","San Cristobal",18.416,-70.109,154.04,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2351","El Seibo",18.764,-69.035,23.547,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2352","Higuey",18.616,-68.708,123.787,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2353","Neiba",18.4666,-71.4166,22.2005,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2354","La Vega",19.2166,-70.5166,132.8115,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2355","San Francisco de Macoris",19.3,-70.25,138.6505,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2356","San Pedro de Macoris",18.4504,-69.3,211.0195,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2357","Monte Cristi",19.867,-71.65,16.8525,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2358","Barahona",18.2004,-71.1,83.644,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2359","Bavaro",18.717,-68.45,0.795,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2360","La Romana",18.417,-68.9666,202.4715,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2361","San Juan",18.807,-71.229,72.95,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2362","Santiago",19.5,-70.67,1471.0075,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2363","Santo Domingo",18.4701,-69.9001,1078.4365,"Dominican Republic","DOM","Upper middle income","Latin America & Caribbean"
"2364","Dili",-8.5594,125.5795,213.947,"East Timor","TLS",NA,NA
"2365","Puyo",-1.483,-77.987,24.881,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2366","Tulcan",0.822,-77.732,83,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2367","Pinas",-3.67,-79.65,16.981,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2368","Puerto Villamil",-0.9333,-91.0167,2,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2369","Puerto Baquerizo Moreno",-0.9,-89.6,5.122,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2370","Guaranda",-1.61,-79.01,23.933,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2371","Azogues",-2.74,-78.84,51.982,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2372","Salinas",-2.2,-80.98,24.6165,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2373","Alausi",-2.19,-78.85,14.294,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2374","Sangolqui",-0.31,-78.46,91.848,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2375","Muisne",0.61,-80.02,8.2525,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2376","San Gabriel",0.61,-77.84,15.589,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2377","Macara",-4.3796,-79.95,11.748,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2378","Zamora",-4.0696,-78.97,11.5815,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2379","Latacunga",-0.9296,-78.61,73.3445,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2380","Milagro",-2.1796,-79.6,55.4335,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2381","Babahoyo",-1.7996,-79.54,59.873,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2382","Chone",-0.6896,-80.09,40.379,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2383","Jipijapa",-1.3496,-80.58,28.741,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2384","Yaupi",-2.8543,-77.9363,0.293,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2385","Macas",-2.3096,-78.12,20.644,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2386","Cayambe",0.0504,-78.16,27.2315,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2387","Ambato",-1.2696,-78.62,217.897,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2388","Tena",-0.9796,-77.81,24.149,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2389","Valdez",1.2671,-78.9855,6.9855,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2390","San Lorenzo",1.2704,-78.8601,20.209,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2391","Esmeraldas",0.9304,-79.67,134.3655,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2392","Ibarra",0.3604,-78.13,127.7035,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2393","Portoviejo",-1.06,-80.46,191.9635,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2394","Machala",-3.26,-79.96,205.5785,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2395","Loja",-3.99,-79.21,122.082,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2396","Manta",-0.98,-80.73,176.941,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2397","Riobamba",-1.67,-78.65,148.471,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2398","Cuenca",-2.9,-79,281.921,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2399","Santa Cruz",-0.5333,-90.35,8.1475,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2400","Quito",-0.215,-78.5001,1550.407,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2401","Guayaquil",-2.22,-79.92,2233.0145,"Ecuador","ECU","Upper middle income","Latin America & Caribbean"
"2402","Shibin el Kom",30.592,30.9,182.9,"Egypt","EGY",NA,NA
"2403","Benha",30.4667,31.1833,167.029,"Egypt","EGY",NA,NA
"2404","Zagazig",30.5833,31.5167,285.097,"Egypt","EGY",NA,NA
"2405","Kafr el Sheikh",31.109,30.936,143.97,"Egypt","EGY",NA,NA
"2406","Tanta",30.7904,31,404.901,"Egypt","EGY",NA,NA
"2407","Ismailia",30.5903,32.26,470.474,"Egypt","EGY",NA,NA
"2408","El Mansura",31.0504,31.38,540.247,"Egypt","EGY",NA,NA
"2409","Dumyat",31.4204,31.82,188.149,"Egypt","EGY",NA,NA
"2410","Matruh",31.3504,27.23,82.756,"Egypt","EGY",NA,NA
"2411","El Alamein",30.8171,28.95,4.938,"Egypt","EGY",NA,NA
"2412","El Daba",31.0338,28.4333,14.212,"Egypt","EGY",NA,NA
"2413","Salum",31.567,25.15,7.33,"Egypt","EGY",NA,NA
"2414","Damanhûr",31.0504,30.47,371.35,"Egypt","EGY",NA,NA
"2415","Samalut",28.3004,30.71,121.281,"Egypt","EGY",NA,NA
"2416","Mallawi",27.7304,30.84,179.9345,"Egypt","EGY",NA,NA
"2417","Beni Mazar",28.4904,30.81,68.853,"Egypt","EGY",NA,NA
"2418","Beni Suef",29.0804,31.09,339.537,"Egypt","EGY",NA,NA
"2419","Rashid",31.4604,30.39,128.9705,"Egypt","EGY",NA,NA
"2420","Qasr Farafra",27.0671,27.9666,5,"Egypt","EGY",NA,NA
"2421","El Qasr",25.7004,28.8833,1.716,"Egypt","EGY",NA,NA
"2422","Isna",25.2904,32.5499,84.6675,"Egypt","EGY",NA,NA
"2423","Qena",26.1505,32.72,268.6945,"Egypt","EGY",NA,NA
"2424","Girga",26.3304,31.88,115.4755,"Egypt","EGY",NA,NA
"2425","Sohag",26.5504,31.7,404.7095,"Egypt","EGY",NA,NA
"2426","Berenice",23.946,35.4842,0.01,"Egypt","EGY",NA,NA
"2427","Bur Safaga",26.7337,33.9333,21.0355,"Egypt","EGY",NA,NA
"2428","El Tur",28.2394,33.6148,21.3,"Egypt","EGY",NA,NA
"2429","El Arish",31.1249,33.8006,153.753,"Egypt","EGY",NA,NA
"2430","El Giza",30.01,31.19,2681.863,"Egypt","EGY",NA,NA
"2431","Siwa",29.2,25.5167,23.08,"Egypt","EGY",NA,NA
"2432","El Minya",28.09,30.75,363.575,"Egypt","EGY",NA,NA
"2433","Kom Ombo",24.47,32.95,181.8745,"Egypt","EGY",NA,NA
"2434","El Kharga",25.44,30.55,49.991,"Egypt","EGY",NA,NA
"2435","Hurghada",27.23,33.83,157.204,"Egypt","EGY",NA,NA
"2436","Suez",30.005,32.5499,498.23,"Egypt","EGY",NA,NA
"2437","Bur Said",31.26,32.29,561.932,"Egypt","EGY",NA,NA
"2438","El Faiyum",29.31,30.84,311.5825,"Egypt","EGY",NA,NA
"2439","Aswan",24.0875,32.8989,277.3515,"Egypt","EGY",NA,NA
"2440","Asyut",27.19,31.1799,420.585,"Egypt","EGY",NA,NA
"2441","Luxor",25.7,32.65,548.572,"Egypt","EGY",NA,NA
"2442","Alexandria",31.2,29.95,3988.258,"Egypt","EGY",NA,NA
"2443","Cairo",30.05,31.25,9813.807,"Egypt","EGY",NA,NA
"2444","Ahuachapan",13.919,-89.845,34.102,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2445","Cojutepeque",13.7167,-88.9333,48.411,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2446","Nueva San Salvador",13.674,-89.29,124.694,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2447","Zacatecoluca",13.508,-88.868,39.613,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2448","La Union",13.332,-87.839,26.807,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2449","San Francisco Gotera",13.7,-88.1,16.152,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2450","San Vicente",13.641,-88.785,37.326,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2451","Usulutan",13.346,-88.432,51.91,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2452","Chalatenango",14.072,-89.094,29.271,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2453","Sensuntepeque",13.88,-88.63,23.6875,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2454","Sonsonate",13.72,-89.73,139.724,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2455","San Miguel",13.4833,-88.1833,181.7215,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2456","Santa Ana",13.9946,-89.5598,205.5695,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2457","San Salvador",13.71,-89.203,717.9035,"El Salvador","SLV","Lower middle income","Latin America & Caribbean"
"2458","Evinayong",1.45,10.5667,8.462,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2459","Luba",3.45,8.55,8.655,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2460","Calatrava",1.1164,9.4186,0.628,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2461","Mongomo",1.6337,11.3166,6.4765,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2462","Bata",1.87,9.77,135.9435,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2463","Malabo",3.75,8.7833,155.963,"Equatorial Guinea","GNQ","Upper middle income","Sub-Saharan Africa"
"2464","Tessenei",15.1104,36.6575,9.504,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2465","Agordat",15.549,37.8867,18.7285,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2466","Massawa",15.6101,39.45,142.564,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2467","Keren",15.6804,38.45,148.2415,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2468","Mendefera",14.886,38.8163,137.5855,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2469","Assab",13.01,42.73,105.496,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2470","Asmara",15.3333,38.9333,592.366,"Eritrea","ERI","Low income","Sub-Saharan Africa"
"2471","Haapsalu",58.9431,23.5414,11.805,"Estonia","EST","High income","Europe & Central Asia"
"2472","Viljandi",58.3639,25.59,20.309,"Estonia","EST","High income","Europe & Central Asia"
"2473","Kohtla-Jarve",59.4,27.2833,31.038,"Estonia","EST","High income","Europe & Central Asia"
"2474","Narva",59.3776,28.1603,65.707,"Estonia","EST","High income","Europe & Central Asia"
"2475","Tartu",58.3839,26.7099,90.0335,"Estonia","EST","High income","Europe & Central Asia"
